Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_(days/week),Experience_Level,BMI,BMI_fixed,Intensity,HRR,BPM_Efficiency,Hydration_Ratio,cluster,activity_level,recommendation
26.0,Female,80.6,1.86,195.0,127.0,53.0,2.0,564.0,Strength,23.1,1.5,3.0,2.0,29.21,23.297491039426518,282.0,142.0,0.6512820512820513,0.01861042183622829,-1,Moderate,Moderate cardio 2-3x/week
33.0,Male,60.8,1.78,189.0,147.0,73.0,1.04,951.0,Cardio,27.3,3.3,4.0,2.0,,19.18949627572276,914.4230769230769,116.0,0.7777777777777778,0.054276315789473686,-1,Moderate,Moderate cardio 2-3x/week
21.0,Male,62.3,1.91,198.0,141.0,51.0,1.47,1394.0,Yoga,22.7,1.8,3.0,2.0,17.4,17.077382747183464,948.2993197278912,147.0,0.7121212121212122,0.028892455858747997,-1,Active,Strength and cardio mix 3x/week
49.0,Female,97.4,1.67,171.0,132.0,72.0,1.97,1091.0,Cardio,30.4,3.6,3.0,1.0,12.32,34.92416364875041,553.8071065989848,99.0,0.7719298245614035,0.03696098562628337,-1,Moderate,Moderate cardio 2-3x/week
19.0,Male,51.4,1.78,167.0,154.0,70.0,2.0,1218.0,Yoga,29.8,2.1,3.0,2.0,13.61,16.222699154147204,609.0,97.0,0.9221556886227545,0.04085603112840467,-1,Moderate,Moderate cardio 2-3x/week
31.0,Male,79.1,1.74,192.0,167.0,74.0,0.93,1157.0,Cardio,18.7,1.9,2.0,3.0,13.83,26.12630466376007,1244.0860215053763,118.0,0.8697916666666666,0.02402022756005057,-1,Active,Strength and cardio mix 3x/week
43.0,Male,57.5,2.0,172.0,126.0,64.0,1.4,735.0,Cardio,16.9,2.1,3.0,1.0,20.98,14.375,525.0,108.0,0.7325581395348837,0.036521739130434785,-1,Moderate,Moderate cardio 2-3x/week
43.0,Female,70.6,1.71,193.0,148.0,54.0,1.28,725.0,Cardio,27.1,3.6,3.0,1.0,22.55,24.144181115556925,566.40625,139.0,0.7668393782383419,0.0509915014164306,-1,Moderate,Moderate cardio 2-3x/week
18.0,Female,72.5,1.79,173.0,140.0,67.0,1.34,1629.0,Strength,27.3,2.7,5.0,1.0,19.58,22.627258824630943,1215.6716417910447,106.0,0.8092485549132948,0.03724137931034483,-1,Very Active,High-intensity interval training 3-4x/week
44.0,Female,68.0,1.66,182.0,146.0,68.0,0.82,1278.0,HIIT,20.7,3.0,5.0,1.0,16.02,24.677021338365513,1558.5365853658539,114.0,0.8021978021978022,0.04411764705882353,-1,Very Active,High-intensity interval training 3-4x/week
21.0,Female,121.6,1.78,182.0,151.0,50.0,1.81,1242.0,Yoga,21.0,3.5,4.0,2.0,16.63,38.37899255144552,686.1878453038673,132.0,0.8296703296703297,0.028782894736842108,-1,Moderate,Moderate cardio 2-3x/week
44.0,Male,55.1,1.9,196.0,165.0,55.0,1.26,901.0,,26.9,2.6,3.0,1.0,22.13,15.263157894736842,715.0793650793651,141.0,0.8418367346938775,0.047186932849364795,-1,Moderate,Moderate cardio 2-3x/week
58.0,Female,51.2,1.72,165.0,139.0,70.0,0.79,1612.0,Yoga,20.6,2.1,3.0,3.0,36.29,17.306652244456465,2040.506329113924,95.0,0.8424242424242424,0.041015625,-1,Very Active,High-intensity interval training 3-4x/week
35.0,Female,60.8,1.64,161.0,127.0,74.0,1.57,1132.0,Yoga,20.7,3.7,3.0,3.0,19.54,22.605591909577637,721.0191082802547,87.0,0.7888198757763976,0.060855263157894746,-1,Moderate,Moderate cardio 2-3x/week
18.0,Male,49.8,1.96,199.0,162.0,74.0,1.64,996.0,Strength,,2.3,4.0,2.0,14.35,12.963348604748022,607.3170731707318,125.0,0.8140703517587939,0.04618473895582329,-1,Moderate,Moderate cardio 2-3x/week
26.0,Female,64.7,1.75,172.0,157.0,52.0,1.35,1193.0,Yoga,23.5,1.6,3.0,2.0,18.21,21.1265306122449,883.7037037037037,120.0,0.9127906976744186,0.02472952086553323,-1,Active,Strength and cardio mix 3x/week
24.0,Female,58.5,1.87,183.0,128.0,74.0,1.36,1034.0,HIIT,24.8,3.3,4.0,1.0,24.49,16.7291029197289,760.2941176470588,109.0,0.6994535519125683,0.056410256410256404,-1,Active,Strength and cardio mix 3x/week
31.0,Female,49.1,1.7,162.0,167.0,63.0,1.1,891.0,Strength,23.5,2.9,3.0,1.0,15.73,16.989619377162633,809.9999999999999,99.0,1.0308641975308641,0.05906313645621181,-1,Less Active,Light exercise 1-2x/week
39.0,Female,67.8,1.59,164.0,158.0,74.0,1.65,1374.0,Strength,25.9,2.6,5.0,2.0,25.0,26.818559392429094,832.7272727272727,90.0,0.9634146341463414,0.038348082595870206,-1,Active,Strength and cardio mix 3x/week
22.0,Male,43.3,1.69,176.0,158.0,53.0,1.31,500.0,,23.7,1.5,2.0,2.0,13.83,15.16053359476209,381.6793893129771,123.0,0.8977272727272727,0.034642032332563515,-1,Moderate,Moderate cardio 2-3x/week
18.0,Male,71.5,1.69,186.0,124.0,60.0,1.53,763.0,Yoga,16.9,2.5,2.0,1.0,15.8,25.034137460172968,498.6928104575163,126.0,0.6666666666666666,0.03496503496503497,-1,Moderate,Moderate cardio 2-3x/week
50.0,Male,41.1,1.51,169.0,152.0,63.0,2.0,1069.0,Strength,24.9,1.5,4.0,2.0,31.59,18.025525196263324,534.5,106.0,0.8994082840236687,0.0364963503649635,-1,Moderate,Moderate cardio 2-3x/week
28.0,Male,73.2,1.76,171.0,159.0,61.0,1.21,973.0,HIIT,26.4,2.0,4.0,1.0,12.32,23.63119834710744,804.1322314049587,110.0,0.9298245614035088,0.0273224043715847,-1,Moderate,Moderate cardio 2-3x/week
41.0,Female,117.7,1.67,189.0,123.0,58.0,2.0,1243.0,Yoga,26.2,3.2,2.0,1.0,17.26,42.203019111477644,621.5,131.0,0.6507936507936508,0.027187765505522515,-1,Moderate,Moderate cardio 2-3x/week
31.0,Male,63.8,1.74,199.0,140.0,55.0,1.5,741.0,HIIT,28.1,1.6,3.0,2.0,25.22,21.0727969348659,494.0,144.0,0.7035175879396985,0.025078369905956115,-1,Moderate,Moderate cardio 2-3x/week
31.0,Male,62.1,1.71,172.0,169.0,55.0,1.52,854.0,HIIT,27.4,3.7,3.0,3.0,,21.23730378578024,561.8421052631579,117.0,0.9825581395348837,0.05958132045088567,-1,Moderate,Moderate cardio 2-3x/week
18.0,Male,52.0,1.66,199.0,137.0,74.0,2.0,1314.0,Cardio,26.7,3.3,3.0,1.0,20.41,18.870663376397157,657.0,125.0,0.6884422110552764,0.06346153846153846,-1,Moderate,Moderate cardio 2-3x/week
25.0,Female,73.3,1.5,185.0,169.0,67.0,1.38,433.0,Strength,30.6,1.5,4.0,1.0,22.55,32.577777777777776,313.768115942029,118.0,0.9135135135135135,0.020463847203274217,-1,Moderate,Moderate cardio 2-3x/week
18.0,Male,50.0,1.83,163.0,140.0,64.0,1.41,969.0,Yoga,19.0,1.9,3.0,2.0,14.29,14.930275612887812,687.2340425531916,99.0,0.8588957055214724,0.038,-1,Moderate,Moderate cardio 2-3x/week
34.0,Male,90.0,1.74,194.0,167.0,57.0,1.36,764.0,Cardio,25.0,2.6,4.0,2.0,13.77,29.72651605231867,561.7647058823529,137.0,0.8608247422680413,0.02888888888888889,-1,Moderate,Moderate cardio 2-3x/week
39.0,Male,109.6,1.84,199.0,152.0,74.0,1.27,790.0,HIIT,26.7,3.5,2.0,2.0,19.77,32.37240075614366,622.0472440944882,125.0,0.7638190954773869,0.03193430656934307,-1,Moderate,Moderate cardio 2-3x/week
18.0,Male,43.5,1.77,161.0,136.0,57.0,2.0,452.0,Cardio,24.4,3.3,5.0,1.0,21.96,13.884898975390213,226.0,104.0,0.84472049689441,0.07586206896551724,-1,Moderate,Moderate cardio 2-3x/week
20.0,Male,115.4,1.73,187.0,154.0,63.0,1.12,878.0,Yoga,30.7,3.5,3.0,1.0,27.02,38.557920411640886,783.9285714285713,124.0,0.8235294117647058,0.030329289428076254,-1,Moderate,Moderate cardio 2-3x/week
22.0,Male,47.4,1.91,161.0,164.0,73.0,2.0,1206.0,Cardio,26.6,3.5,5.0,3.0,15.36,12.993064883089827,603.0,88.0,1.0186335403726707,0.07383966244725738,-1,Moderate,Moderate cardio 2-3x/week
18.0,Male,54.6,1.66,189.0,142.0,64.0,1.19,523.0,HIIT,34.7,2.6,2.0,1.0,18.88,19.814196545217015,439.4957983193278,125.0,0.7513227513227513,0.047619047619047616,-1,Moderate,Moderate cardio 2-3x/week
26.0,Female,71.2,2.0,169.0,159.0,52.0,1.42,749.0,Strength,29.8,3.5,4.0,2.0,27.16,17.8,527.4647887323944,117.0,0.9408284023668639,0.04915730337078651,-1,Moderate,Moderate cardio 2-3x/week
53.0,Female,46.4,1.7,169.0,120.0,72.0,1.49,1415.0,Yoga,21.9,3.4,4.0,2.0,14.08,16.05536332179931,949.6644295302013,97.0,0.7100591715976331,0.07327586206896551,-1,Active,Strength and cardio mix 3x/week
18.0,Female,69.9,1.78,160.0,143.0,74.0,2.0,930.0,HIIT,19.6,2.0,3.0,3.0,12.32,22.06160838277995,465.0,86.0,0.89375,0.028612303290414875,-1,Moderate,Moderate cardio 2-3x/week
20.0,Male,64.9,1.69,187.0,128.0,54.0,0.68,1303.0,Cardio,10.0,3.3,4.0,3.0,14.87,22.723294002310848,1916.1764705882351,133.0,0.6844919786096256,0.050847457627118633,-1,Very Active,High-intensity interval training 3-4x/week
43.0,Female,47.6,1.65,198.0,140.0,61.0,2.0,692.0,Cardio,22.0,3.5,3.0,2.0,22.14,17.483930211202942,346.0,137.0,0.7070707070707071,0.07352941176470588,-1,Moderate,Moderate cardio 2-3x/week
23.0,Male,48.9,1.7,168.0,156.0,65.0,1.4,1776.0,Yoga,32.5,2.1,,2.0,21.36,16.920415224913498,1268.5714285714287,103.0,0.9285714285714286,0.04294478527607362,-1,Very Active,High-intensity interval training 3-4x/week
38.0,,78.6,1.98,194.0,136.0,69.0,1.3,1590.0,Strength,27.2,2.3,4.0,2.0,25.52,20.04897459442914,1223.076923076923,125.0,0.7010309278350515,0.029262086513994912,-1,Very Active,High-intensity interval training 3-4x/week
51.0,Female,72.2,1.91,184.0,140.0,70.0,1.39,960.0,HIIT,21.0,1.5,3.0,2.0,17.41,19.791124146816152,690.6474820143885,114.0,0.7608695652173914,0.02077562326869806,-1,Moderate,Moderate cardio 2-3x/week
54.0,Female,79.8,1.94,163.0,120.0,63.0,1.53,827.0,Yoga,25.3,3.3,4.0,2.0,12.32,21.203103411627165,540.5228758169934,100.0,0.7361963190184049,0.041353383458646614,-1,Moderate,Moderate cardio 2-3x/week
23.0,Female,52.4,1.86,166.0,130.0,59.0,1.53,880.0,Yoga,21.6,1.5,4.0,2.0,12.32,15.146259683200368,575.1633986928105,107.0,0.7831325301204819,0.02862595419847328,-1,Moderate,Moderate cardio 2-3x/week
42.0,,67.7,1.82,199.0,125.0,55.0,0.76,1239.0,Cardio,15.0,3.4,2.0,2.0,21.78,20.43835285593527,1630.2631578947369,144.0,0.628140703517588,0.05022156573116691,-1,Very Active,High-intensity interval training 3-4x/week
34.0,Female,88.8,1.56,198.0,160.0,53.0,1.18,1086.0,Cardio,32.6,3.4,4.0,2.0,30.43,36.489151873767256,920.3389830508476,145.0,0.8080808080808081,0.038288288288288286,-1,Active,Strength and cardio mix 3x/week
29.0,Female,101.5,1.9,175.0,165.0,74.0,1.46,1128.0,Yoga,26.3,2.7,2.0,1.0,25.74,28.11634349030471,772.6027397260274,101.0,0.9428571428571428,0.026600985221674877,-1,Active,Strength and cardio mix 3x/week
,Male,50.5,1.76,192.0,156.0,72.0,1.25,768.0,Cardio,12.8,1.7,4.0,2.0,16.06,16.302944214876035,614.4,120.0,0.8125,0.033663366336633666,-1,Moderate,Moderate cardio 2-3x/week
41.0,Female,66.2,1.83,196.0,126.0,74.0,1.6,993.0,Yoga,20.2,2.5,5.0,1.0,24.37,19.767684911463466,620.625,122.0,0.6428571428571429,0.0377643504531722,-1,Moderate,Moderate cardio 2-3x/week
37.0,Female,77.5,1.5,175.0,142.0,70.0,1.58,1141.0,Yoga,21.2,1.8,3.0,,12.32,34.44444444444444,722.1518987341772,105.0,0.8114285714285714,0.023225806451612905,-1,Moderate,Moderate cardio 2-3x/week
30.0,Female,119.6,1.72,191.0,150.0,74.0,1.77,1006.0,Yoga,13.1,2.2,4.0,3.0,13.32,40.427257977285024,568.361581920904,117.0,0.7853403141361257,0.01839464882943144,-1,Moderate,Moderate cardio 2-3x/week
38.0,Male,40.0,1.5,172.0,169.0,59.0,1.52,1107.0,HIIT,24.9,2.8,3.0,1.0,36.71,17.77777777777778,728.2894736842105,113.0,0.9825581395348837,0.06999999999999999,-1,Active,Strength and cardio mix 3x/week
18.0,Male,82.3,1.74,198.0,155.0,55.0,1.38,1368.0,Strength,26.0,3.3,2.0,3.0,17.15,27.183247456731404,991.304347826087,143.0,0.7828282828282829,0.040097205346294046,-1,Very Active,High-intensity interval training 3-4x/week
54.0,Male,71.2,1.7,190.0,120.0,58.0,1.21,708.0,,14.4,3.1,4.0,2.0,12.46,24.636678200692046,585.1239669421487,132.0,0.631578947368421,0.04353932584269663,-1,Moderate,Moderate cardio 2-3x/week
34.0,Male,53.0,1.92,199.0,134.0,68.0,1.12,790.0,Strength,19.8,3.5,4.0,3.0,16.18,14.37717013888889,705.3571428571428,131.0,0.6733668341708543,0.0660377358490566,-1,Moderate,Moderate cardio 2-3x/week
56.0,Female,45.7,1.96,192.0,153.0,71.0,2.0,868.0,Yoga,11.4,2.0,4.0,2.0,21.34,11.896084964598085,434.0,121.0,0.796875,0.0437636761487965,-1,Moderate,Moderate cardio 2-3x/week
18.0,Female,79.6,1.75,168.0,125.0,54.0,1.26,682.0,HIIT,25.1,2.4,3.0,2.0,12.32,25.991836734693877,541.2698412698413,114.0,0.7440476190476191,0.030150753768844223,-1,Moderate,Moderate cardio 2-3x/week
42.0,Female,105.3,1.67,175.0,143.0,74.0,1.1,1115.0,Strength,25.4,3.3,3.0,1.0,12.32,37.75682168596938,1013.6363636363635,101.0,0.8171428571428572,0.03133903133903134,-1,Active,Strength and cardio mix 3x/week
31.0,Male,84.5,1.56,194.0,124.0,70.0,1.31,734.0,Strength,23.6,3.3,2.0,2.0,21.57,34.72222222222222,560.3053435114504,124.0,0.6391752577319587,0.03905325443786982,-1,Moderate,Moderate cardio 2-3x/week
50.0,Male,98.6,1.54,187.0,126.0,57.0,0.72,940.0,Strength,23.5,1.6,3.0,1.0,12.32,41.57530780907404,1305.5555555555557,130.0,0.6737967914438503,0.01622718052738337,-1,Moderate,Moderate cardio 2-3x/week
27.0,Male,55.4,1.72,186.0,153.0,74.0,2.0,1281.0,\nStrength,10.9,2.4,4.0,2.0,14.56,18.726338561384534,640.5,112.0,0.8225806451612904,0.04332129963898917,-1,Moderate,Moderate cardio 2-3x/week
41.0,Female,40.0,1.77,168.0,154.0,74.0,1.14,628.0,HIIT,19.9,3.4,5.0,1.0,24.52,12.767723195761114,550.8771929824562,94.0,0.9166666666666666,0.08499999999999999,-1,Less Active,Light exercise 1-2x/week
26.0,Female,63.9,1.75,199.0,121.0,72.0,2.0,638.0,HIIT,23.6,3.4,4.0,2.0,23.96,20.865306122448978,319.0,127.0,0.6080402010050251,0.053208137715179966,-1,Moderate,Moderate cardio 2-3x/week
31.0,Female,40.0,2.0,192.0,134.0,55.0,1.44,1116.0,Strength,12.0,2.6,2.0,2.0,21.2,10.0,775.0,137.0,0.6979166666666666,0.065,-1,Active,Strength and cardio mix 3x/week
27.0,Male,91.9,1.5,185.0,154.0,60.0,1.08,825.0,HIIT,28.8,3.2,5.0,2.0,21.07,40.84444444444445,763.8888888888888,125.0,0.8324324324324325,0.03482045701849837,-1,Moderate,Moderate cardio 2-3x/week
20.0,Female,42.4,1.69,198.0,129.0,58.0,0.77,1030.0,HIIT,28.1,1.5,,1.0,20.39,14.845418577780892,1337.6623376623377,140.0,0.6515151515151515,0.03537735849056604,-1,Active,Strength and cardio mix 3x/week
21.0,Male,76.8,1.52,191.0,140.0,66.0,1.08,702.0,Cardio,21.0,3.6,3.0,2.0,25.59,33.24099722991689,650.0,125.0,0.7329842931937173,0.046875,-1,Moderate,Moderate cardio 2-3x/week
47.0,Female,70.7,1.66,195.0,169.0,60.0,1.25,1033.0,\tYoga,16.7,3.5,4.0,2.0,14.61,25.656844244447672,826.4,135.0,0.8666666666666667,0.0495049504950495,-1,Active,Strength and cardio mix 3x/week
33.0,Male,40.0,1.88,196.0,162.0,58.0,1.59,1131.0,Yoga,30.4,2.6,3.0,1.0,21.91,11.317338162064283,711.3207547169811,138.0,0.826530612244898,0.065,-1,Moderate,Moderate cardio 2-3x/week
59.0,Male,40.0,1.56,163.0,167.0,74.0,1.59,722.0,Cardio,23.7,3.2,4.0,3.0,12.32,16.43655489809336,454.08805031446536,89.0,1.0245398773006136,0.08,-1,Moderate,Moderate cardio 2-3x/week
43.0,Male,46.8,1.67,178.0,141.0,64.0,1.03,1403.0,Cardio,26.1,3.2,3.0,1.0,14.13,16.780809638208613,1362.135922330097,114.0,0.7921348314606742,0.06837606837606838,-1,Very Active,High-intensity interval training 3-4x/week
27.0,Male,100.7,1.75,163.0,166.0,61.0,1.28,1159.0,Cardio,28.1,3.7,3.0,1.0,12.32,32.881632653061224,905.46875,102.0,1.01840490797546,0.036742800397219465,-1,Active,Strength and cardio mix 3x/week
44.0,Female,73.4,1.59,199.0,152.0,72.0,0.94,721.0,Cardio,23.0,2.2,4.0,1.0,33.25,29.033661643131204,767.0212765957448,127.0,0.7638190954773869,0.02997275204359673,-1,Moderate,Moderate cardio 2-3x/week
22.0,Male,63.4,1.83,196.0,169.0,71.0,1.66,466.0,Cardio,28.0,3.4,2.0,3.0,24.61,18.931589477141745,280.72289156626505,125.0,0.8622448979591837,0.05362776025236593,-1,Moderate,Moderate cardio 2-3x/week
19.0,Female,129.9,1.71,161.0,169.0,56.0,2.0,443.0,Yoga,29.6,2.4,4.0,2.0,12.32,44.42392531035191,221.5,105.0,1.049689440993789,0.018475750577367205,-1,Moderate,Moderate cardio 2-3x/week
24.0,Female,48.3,1.73,193.0,136.0,62.0,1.98,1404.0,Strength,22.0,3.5,3.0,1.0,13.22,16.13819372514952,709.0909090909091,131.0,0.7046632124352331,0.07246376811594203,-1,Moderate,Moderate cardio 2-3x/week
45.0,Female,80.5,1.89,183.0,134.0,74.0,1.02,1311.0,HIIT,24.6,1.9,4.0,1.0,12.32,22.535763276504017,1285.2941176470588,109.0,0.73224043715847,0.023602484472049687,-1,Very Active,High-intensity interval training 3-4x/week
35.0,Female,42.9,1.51,163.0,131.0,74.0,2.0,526.0,Cardio,15.3,3.3,5.0,,13.74,18.814964255953686,263.0,89.0,0.803680981595092,0.07692307692307693,-1,Moderate,Moderate cardio 2-3x/week
18.0,Male,74.6,1.88,177.0,166.0,53.0,2.0,1010.0,Cardio,18.0,2.2,5.0,1.0,30.5,21.106835672249886,505.0,124.0,0.9378531073446328,0.02949061662198392,-1,Moderate,Moderate cardio 2-3x/week
21.0,Male,66.7,1.93,175.0,166.0,63.0,1.26,949.0,Yoga,27.8,3.4,2.0,2.0,13.53,17.906520980429008,753.1746031746031,112.0,0.9485714285714286,0.05097451274362818,-1,Moderate,Moderate cardio 2-3x/week
31.0,Female,55.0,1.6,172.0,164.0,53.0,1.85,1361.0,Strength,20.6,3.4,4.0,1.0,16.04,21.484374999999996,735.6756756756756,119.0,0.9534883720930233,0.061818181818181814,-1,Active,Strength and cardio mix 3x/week
46.0,Male,65.7,1.75,192.0,135.0,59.0,1.31,881.0,Strength,10.0,2.7,2.0,1.0,31.78,21.453061224489797,672.5190839694657,133.0,0.703125,0.0410958904109589,-1,Moderate,Moderate cardio 2-3x/week
53.0,Female,84.7,1.61,193.0,158.0,72.0,2.0,478.0,Yoga,25.6,2.4,3.0,1.0,18.57,32.67620847961113,239.0,121.0,0.8186528497409327,0.028335301062573787,-1,Moderate,Moderate cardio 2-3x/week
18.0,,80.4,1.97,172.0,137.0,74.0,1.62,617.0,Strength,22.4,3.4,3.0,1.0,16.91,20.716844031023733,380.86419753086415,98.0,0.7965116279069767,0.04228855721393034,-1,Moderate,Moderate cardio 2-3x/week
18.0,Female,63.4,1.85,191.0,148.0,69.0,0.89,1106.0,Strength,21.4,2.3,5.0,3.0,15.64,18.524470416362306,1242.6966292134832,122.0,0.774869109947644,0.0362776025236593,-1,Active,Strength and cardio mix 3x/week
48.0,Female,61.8,1.71,172.0,140.0,62.0,1.37,1266.0,Cardio,28.6,3.6,4.0,1.0,23.64,21.134708115317533,924.0875912408759,110.0,0.813953488372093,0.05825242718446602,-1,Active,Strength and cardio mix 3x/week
53.0,,64.4,1.58,198.0,158.0,74.0,1.82,1144.0,Yoga,27.2,3.0,2.0,1.0,18.33,25.797147892965867,628.5714285714286,124.0,0.797979797979798,0.046583850931677016,-1,Moderate,Moderate cardio 2-3x/week
25.0,Male,44.2,1.9,174.0,159.0,50.0,1.1,1293.0,Yoga,25.7,2.5,4.0,2.0,19.26,12.243767313019392,1175.4545454545453,124.0,0.9137931034482759,0.05656108597285067,-1,Very Active,High-intensity interval training 3-4x/week
18.0,Female,43.1,1.75,183.0,138.0,53.0,1.95,437.0,Cardio,19.1,3.6,2.0,2.0,18.14,14.073469387755102,224.10256410256412,130.0,0.7540983606557377,0.08352668213457076,-1,Moderate,Moderate cardio 2-3x/week
18.0,Male,92.1,1.59,171.0,150.0,54.0,1.17,968.0,Yoga,21.8,2.4,5.0,2.0,25.66,36.43052094458288,827.3504273504274,117.0,0.8771929824561403,0.026058631921824105,-1,Moderate,Moderate cardio 2-3x/week
31.0,Male,58.7,1.66,183.0,149.0,74.0,1.15,1368.0,Cardio,23.1,2.3,4.0,1.0,12.32,21.302075772971406,1189.5652173913045,109.0,0.8142076502732241,0.03918228279386712,-1,Very Active,High-intensity interval training 3-4x/week
59.0,Female,44.5,1.84,183.0,154.0,71.0,1.28,787.0,Cardio,26.5,1.7,2.0,2.0,20.22,13.143903591682419,614.84375,112.0,0.8415300546448088,0.038202247191011236,-1,Moderate,Moderate cardio 2-3x/week
44.0,Female,84.8,2.0,196.0,155.0,70.0,1.66,1439.0,HIIT,12.1,1.7,2.0,1.0,14.34,21.2,866.8674698795181,126.0,0.7908163265306123,0.020047169811320754,-1,Active,Strength and cardio mix 3x/week
57.0,Female,80.0,1.79,167.0,127.0,54.0,1.01,312.0,Yoga,24.3,2.6,4.0,2.0,13.16,24.968009737523797,308.91089108910893,113.0,0.7604790419161677,0.0325,-1,Moderate,Moderate cardio 2-3x/week
20.0,Male,87.1,1.91,186.0,150.0,51.0,1.39,1431.0,Yoga,27.0,2.8,3.0,3.0,21.51,23.875442010909786,1029.4964028776978,135.0,0.8064516129032258,0.03214695752009185,-1,Very Active,High-intensity interval training 3-4x/week
27.0,Male,56.4,1.76,198.0,129.0,71.0,1.79,488.0,HIIT,22.9,3.3,4.0,1.0,17.49,18.207644628099175,272.6256983240223,127.0,0.6515151515151515,0.05851063829787234,-1,Moderate,Moderate cardio 2-3x/week
32.0,Male,58.4,2.0,179.0,139.0,60.0,1.21,1379.0,Strength,23.3,3.2,4.0,2.0,22.61,14.6,1139.6694214876034,119.0,0.776536312849162,0.05479452054794521,-1,Very Active,High-intensity interval training 3-4x/week
42.0,Female,68.5,1.75,187.0,167.0,54.0,1.3,708.0,Cardio,15.4,1.6,4.0,1.0,33.91,22.367346938775512,544.6153846153846,133.0,0.893048128342246,0.023357664233576644,-1,Moderate,Moderate cardio 2-3x/week
55.0,Female,67.1,1.58,199.0,122.0,71.0,1.86,960.0,Strength,21.7,1.5,4.0,2.0,28.07,26.878705335683378,516.1290322580645,128.0,0.6130653266331658,0.022354694485842028,-1,Moderate,Moderate cardio 2-3x/week
31.0,Female,55.7,1.8,168.0,167.0,64.0,1.53,600.0,HIIT,34.4,2.8,4.0,3.0,25.27,17.191358024691358,392.156862745098,104.0,0.9940476190476191,0.05026929982046678,-1,Moderate,Moderate cardio 2-3x/week
39.0,Female,63.2,1.74,181.0,157.0,54.0,1.62,900.0,Strength,13.9,2.1,5.0,1.0,15.32,20.874620161183778,555.5555555555555,127.0,0.8674033149171271,0.03322784810126582,-1,Moderate,Moderate cardio 2-3x/week
40.0,Female,64.6,1.55,198.0,133.0,74.0,1.39,303.0,Strength,21.4,1.5,2.0,2.0,16.91,26.888657648283033,217.9856115107914,124.0,0.6717171717171717,0.02321981424148607,-1,Moderate,Moderate cardio 2-3x/week
26.0,Female,56.7,1.73,168.0,144.0,71.0,0.68,1129.0,Strength,25.5,3.4,3.0,1.0,19.65,18.944836112132045,1660.2941176470588,97.0,0.8571428571428571,0.059964726631393295,-1,Active,Strength and cardio mix 3x/week
48.0,Male,56.0,1.7,164.0,132.0,50.0,2.0,1148.0,HIIT,26.6,3.1,2.0,2.0,19.44,19.377162629757787,574.0,114.0,0.8048780487804879,0.05535714285714286,-1,Moderate,Moderate cardio 2-3x/week
54.0,Female,74.9,1.69,195.0,153.0,62.0,1.1,1389.0,Yoga,14.4,3.1,3.0,1.0,18.71,26.224571968768604,1262.7272727272725,133.0,0.7846153846153846,0.04138851802403204,-1,Very Active,High-intensity interval training 3-4x/week
18.0,Female,43.0,1.95,163.0,164.0,68.0,2.0,1349.0,Strength,18.5,3.2,2.0,2.0,12.32,11.308349769888233,674.5,95.0,1.0061349693251533,0.07441860465116279,-1,Moderate,Moderate cardio 2-3x/week
59.0,Male,70.2,1.77,172.0,124.0,68.0,1.47,1069.0,Cardio,21.4,3.5,4.0,1.0,40.19,22.407354208560758,727.2108843537416,104.0,0.7209302325581395,0.04985754985754986,-1,Moderate,Moderate cardio 2-3x/week
23.0,Male,96.5,1.8,187.0,155.0,68.0,0.92,1465.0,Yoga,29.3,3.2,3.0,1.0,12.32,29.78395061728395,1592.391304347826,119.0,0.8288770053475936,0.03316062176165803,-1,Very Active,High-intensity interval training 3-4x/week
30.0,Male,56.6,2.0,184.0,125.0,52.0,1.29,918.0,Cardio,28.9,3.3,2.0,1.0,23.89,14.15,711.6279069767442,132.0,0.6793478260869565,0.05830388692579505,-1,Moderate,Moderate cardio 2-3x/week
38.0,Female,40.0,1.88,164.0,154.0,70.0,1.63,1109.0,Yoga,20.7,1.7,2.0,2.0,12.64,11.317338162064283,680.3680981595093,94.0,0.9390243902439024,0.042499999999999996,-1,Moderate,Moderate cardio 2-3x/week
48.0,Female,81.9,1.8,180.0,165.0,67.0,1.25,1410.0,Cardio,24.0,3.5,4.0,2.0,18.28,25.27777777777778,1128.0,113.0,0.9166666666666666,0.04273504273504273,-1,Very Active,High-intensity interval training 3-4x/week
47.0,Male,121.4,1.61,164.0,155.0,74.0,0.94,934.0,Strength,24.7,2.5,2.0,1.0,30.03,46.834612862158096,993.6170212765958,90.0,0.9451219512195121,0.02059308072487644,-1,Less Active,Light exercise 1-2x/week
21.0,Female,70.5,1.84,173.0,127.0,66.0,0.97,1013.0,Cardio,26.7,1.6,5.0,3.0,25.59,20.823487712665404,1044.3298969072166,107.0,0.7341040462427746,0.02269503546099291,-1,Moderate,Moderate cardio 2-3x/week
23.0,Female,70.5,1.65,192.0,162.0,50.0,0.63,1186.0,Cardio,27.1,2.6,2.0,2.0,20.02,25.895316804407717,1882.5396825396824,142.0,0.84375,0.03687943262411348,-1,Active,Strength and cardio mix 3x/week
46.0,Male,54.8,1.69,194.0,148.0,74.0,0.52,846.0,Yoga,16.5,3.5,3.0,3.0,22.85,19.18700325618851,1626.923076923077,120.0,0.7628865979381443,0.06386861313868614,-1,Moderate,Moderate cardio 2-3x/week
