Age,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_(days/week),Experience_Level,BMI,BMI_fixed,Duration_Category,Intensity,HRR,Hydration_Ratio,BPM_Efficiency,Gender_Male,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Workout_Type_\nStrength,Workout_Type_\tCardio,Workout_Type_\tYoga,cluster,cluster_label
43.0,46.8,1.67,178.0,141.0,64.0,1.03,1403.0,26.1,3.2,3.0,1.0,14.13,16.780809638208613,Medium,1362.135922330097,114.0,0.06837606837606838,0.7921348314606742,True,False,False,False,False,False,False,0,Active
27.0,100.7,1.75,163.0,166.0,61.0,1.28,1159.0,28.1,3.7,3.0,1.0,12.32,32.881632653061224,Medium,905.46875,102.0,0.036742800397219465,1.01840490797546,True,False,False,False,False,False,False,-1,Active
44.0,73.4,1.59,199.0,152.0,72.0,0.94,721.0,23.0,2.2,4.0,1.0,33.25,29.033661643131204,Medium,767.0212765957448,127.0,0.02997275204359673,0.7638190954773869,False,False,False,False,False,False,False,-1,Active
22.0,63.4,1.83,196.0,169.0,71.0,1.66,466.0,28.0,3.4,2.0,3.0,24.61,18.931589477141745,Long,280.72289156626505,125.0,0.05362776025236593,0.8622448979591837,True,False,False,False,False,False,False,-1,Active
19.0,129.9,1.71,161.0,169.0,56.0,2.0,443.0,29.6,2.4,4.0,2.0,12.32,44.42392531035191,Long,221.5,105.0,0.018475750577367205,1.049689440993789,False,False,False,True,False,False,False,-1,Active
24.0,48.3,1.73,193.0,136.0,62.0,1.98,1404.0,22.0,3.5,3.0,1.0,13.22,16.13819372514952,Long,709.0909090909091,131.0,0.07246376811594203,0.7046632124352331,False,False,True,False,False,False,False,-1,Active
45.0,80.5,1.89,183.0,134.0,74.0,1.02,1311.0,24.6,1.9,4.0,1.0,12.32,22.535763276504017,Medium,1285.2941176470588,109.0,0.023602484472049687,0.73224043715847,False,True,False,False,False,False,False,-1,Active
35.0,42.9,1.51,163.0,131.0,74.0,2.0,526.0,15.3,3.3,5.0,,13.74,18.814964255953686,Long,263.0,89.0,0.07692307692307693,0.803680981595092,False,False,False,False,False,False,False,-1,Active
18.0,74.6,1.88,177.0,166.0,53.0,2.0,1010.0,18.0,2.2,5.0,1.0,30.5,21.106835672249886,Long,505.0,124.0,0.02949061662198392,0.9378531073446328,True,False,False,False,False,False,False,-1,Active
21.0,66.7,1.93,175.0,166.0,63.0,1.26,949.0,27.8,3.4,2.0,2.0,13.53,17.906520980429008,Medium,753.1746031746031,112.0,0.05097451274362818,0.9485714285714286,True,False,False,True,False,False,False,-1,Active
31.0,55.0,1.6,172.0,164.0,53.0,1.85,1361.0,20.6,3.4,4.0,1.0,16.04,21.484374999999996,Long,735.6756756756756,119.0,0.061818181818181814,0.9534883720930233,False,False,True,False,False,False,False,-1,Active
46.0,65.7,1.75,192.0,135.0,59.0,1.31,881.0,10.0,2.7,2.0,1.0,31.78,21.453061224489797,Medium,672.5190839694657,133.0,0.0410958904109589,0.703125,True,False,True,False,False,False,False,-1,Active
53.0,84.7,1.61,193.0,158.0,72.0,2.0,478.0,25.6,2.4,3.0,1.0,18.57,32.67620847961113,Long,239.0,121.0,0.028335301062573787,0.8186528497409327,False,False,False,True,False,False,False,-1,Active
18.0,80.4,1.97,172.0,137.0,74.0,1.62,617.0,22.4,3.4,3.0,1.0,16.91,20.716844031023733,Long,380.86419753086415,98.0,0.04228855721393034,0.7965116279069767,False,False,True,False,False,False,False,0,Active
18.0,63.4,1.85,191.0,148.0,69.0,0.89,1106.0,21.4,2.3,5.0,3.0,15.64,18.524470416362306,Medium,1242.6966292134832,122.0,0.0362776025236593,0.774869109947644,False,False,True,False,False,False,False,-1,Active
48.0,61.8,1.71,172.0,140.0,62.0,1.37,1266.0,28.6,3.6,4.0,1.0,23.64,21.134708115317533,Medium,924.0875912408759,110.0,0.05825242718446602,0.813953488372093,False,False,False,False,False,False,False,0,Active
53.0,64.4,1.58,198.0,158.0,74.0,1.82,1144.0,27.2,3.0,2.0,1.0,18.33,25.797147892965867,Long,628.5714285714286,124.0,0.046583850931677016,0.797979797979798,False,False,False,True,False,False,False,0,Active
25.0,44.2,1.9,174.0,159.0,50.0,1.1,1293.0,25.7,2.5,4.0,2.0,19.26,12.243767313019392,Medium,1175.4545454545453,124.0,0.05656108597285067,0.9137931034482759,True,False,False,True,False,False,False,0,Active
18.0,43.1,1.75,183.0,138.0,53.0,1.95,437.0,19.1,3.6,2.0,2.0,18.14,14.073469387755102,Long,224.10256410256412,130.0,0.08352668213457076,0.7540983606557377,False,False,False,False,False,False,False,-1,Active
18.0,92.1,1.59,171.0,150.0,54.0,1.17,968.0,21.8,2.4,5.0,2.0,25.66,36.43052094458288,Medium,827.3504273504274,117.0,0.026058631921824105,0.8771929824561403,True,False,False,True,False,False,False,-1,Active
31.0,58.7,1.66,183.0,149.0,74.0,1.15,1368.0,23.1,2.3,4.0,1.0,12.32,21.302075772971406,Medium,1189.5652173913045,109.0,0.03918228279386712,0.8142076502732241,True,False,False,False,False,False,False,-1,Active
59.0,44.5,1.84,183.0,154.0,71.0,1.28,787.0,26.5,1.7,2.0,2.0,20.22,13.143903591682419,Medium,614.84375,112.0,0.038202247191011236,0.8415300546448088,False,False,False,False,False,False,False,0,Active
44.0,84.8,2.0,196.0,155.0,70.0,1.66,1439.0,12.1,1.7,2.0,1.0,14.34,21.2,Long,866.8674698795181,126.0,0.020047169811320754,0.7908163265306123,False,True,False,False,False,False,False,-1,Active
57.0,80.0,1.79,167.0,127.0,54.0,1.01,312.0,24.3,2.6,4.0,2.0,13.16,24.968009737523797,Medium,308.91089108910893,113.0,0.0325,0.7604790419161677,False,False,False,True,False,False,False,0,Active
20.0,87.1,1.91,186.0,150.0,51.0,1.39,1431.0,27.0,2.8,3.0,3.0,21.51,23.875442010909786,Medium,1029.4964028776978,135.0,0.03214695752009185,0.8064516129032258,True,False,False,True,False,False,False,-1,Active
27.0,56.4,1.76,198.0,129.0,71.0,1.79,488.0,22.9,3.3,4.0,1.0,17.49,18.207644628099175,Long,272.6256983240223,127.0,0.05851063829787234,0.6515151515151515,True,True,False,False,False,False,False,-1,Active
32.0,58.4,2.0,179.0,139.0,60.0,1.21,1379.0,23.3,3.2,4.0,2.0,22.61,14.6,Medium,1139.6694214876034,119.0,0.05479452054794521,0.776536312849162,True,False,True,False,False,False,False,-1,Active
42.0,68.5,1.75,187.0,167.0,54.0,1.3,708.0,15.4,1.6,4.0,1.0,33.91,22.367346938775512,Medium,544.6153846153846,133.0,0.023357664233576644,0.893048128342246,False,False,False,False,False,False,False,-1,Active
55.0,67.1,1.58,199.0,122.0,71.0,1.86,960.0,21.7,1.5,4.0,2.0,28.07,26.878705335683378,Long,516.1290322580645,128.0,0.022354694485842028,0.6130653266331658,False,False,True,False,False,False,False,-1,Active
31.0,55.7,1.8,168.0,167.0,64.0,1.53,600.0,34.4,2.8,4.0,3.0,25.27,17.191358024691358,Long,392.156862745098,104.0,0.05026929982046678,0.9940476190476191,False,True,False,False,False,False,False,-1,Active
39.0,63.2,1.74,181.0,157.0,54.0,1.62,900.0,13.9,2.1,5.0,1.0,15.32,20.874620161183778,Long,555.5555555555555,127.0,0.03322784810126582,0.8674033149171271,False,False,True,False,False,False,False,-1,Active
40.0,64.6,1.55,198.0,133.0,74.0,1.39,303.0,21.4,1.5,2.0,2.0,16.91,26.888657648283033,Medium,217.9856115107914,124.0,0.02321981424148607,0.6717171717171717,False,False,True,False,False,False,False,2,Moderate
26.0,56.7,1.73,168.0,144.0,71.0,0.68,1129.0,25.5,3.4,3.0,1.0,19.65,18.944836112132045,Short,1660.2941176470588,97.0,0.059964726631393295,0.8571428571428571,False,False,True,False,False,False,False,0,Active
48.0,56.0,1.7,164.0,132.0,50.0,2.0,1148.0,26.6,3.1,2.0,2.0,19.44,19.377162629757787,Long,574.0,114.0,0.05535714285714286,0.8048780487804879,True,True,False,False,False,False,False,0,Active
54.0,74.9,1.69,195.0,153.0,62.0,1.1,1389.0,14.4,3.1,3.0,1.0,18.71,26.224571968768604,Medium,1262.7272727272725,133.0,0.04138851802403204,0.7846153846153846,False,False,False,True,False,False,False,-1,Active
18.0,43.0,1.95,163.0,164.0,68.0,2.0,1349.0,18.5,3.2,2.0,2.0,12.32,11.308349769888233,Long,674.5,95.0,0.07441860465116279,1.0061349693251533,False,False,True,False,False,False,False,-1,Active
59.0,70.2,1.77,172.0,124.0,68.0,1.47,1069.0,21.4,3.5,4.0,1.0,40.19,22.407354208560758,Medium,727.2108843537416,104.0,0.04985754985754986,0.7209302325581395,True,False,False,False,False,False,False,0,Active
23.0,96.5,1.8,187.0,155.0,68.0,0.92,1465.0,29.3,3.2,3.0,1.0,12.32,29.78395061728395,Medium,1592.391304347826,119.0,0.03316062176165803,0.8288770053475936,True,False,False,True,False,False,False,0,Active
30.0,56.6,2.0,184.0,125.0,52.0,1.29,918.0,28.9,3.3,2.0,1.0,23.89,14.15,Medium,711.6279069767442,132.0,0.05830388692579505,0.6793478260869565,True,False,False,False,False,False,False,-1,Active
38.0,40.0,1.88,164.0,154.0,70.0,1.63,1109.0,20.7,1.7,2.0,2.0,12.64,11.317338162064283,Long,680.3680981595093,94.0,0.042499999999999996,0.9390243902439024,False,False,False,True,False,False,False,-1,Active
48.0,81.9,1.8,180.0,165.0,67.0,1.25,1410.0,24.0,3.5,4.0,2.0,18.28,25.27777777777778,Medium,1128.0,113.0,0.04273504273504273,0.9166666666666666,False,False,False,False,False,False,False,0,Active
47.0,121.4,1.61,164.0,155.0,74.0,0.94,934.0,24.7,2.5,2.0,1.0,30.03,46.834612862158096,Medium,993.6170212765958,90.0,0.02059308072487644,0.9451219512195121,True,False,True,False,False,False,False,-1,Active
21.0,70.5,1.84,173.0,127.0,66.0,0.97,1013.0,26.7,1.6,5.0,3.0,25.59,20.823487712665404,Medium,1044.3298969072166,107.0,0.02269503546099291,0.7341040462427746,False,False,False,False,False,False,False,0,Active
23.0,70.5,1.65,192.0,162.0,50.0,0.63,1186.0,27.1,2.6,2.0,2.0,20.02,25.895316804407717,Short,1882.5396825396824,142.0,0.03687943262411348,0.84375,False,False,False,False,False,False,False,0,Active
46.0,54.8,1.69,194.0,148.0,74.0,0.52,846.0,16.5,3.5,3.0,3.0,22.85,19.18700325618851,Short,1626.923076923077,120.0,0.06386861313868614,0.7628865979381443,True,False,False,True,False,False,False,-1,Active
42.0,72.0,1.9,184.0,147.0,67.0,1.48,1047.0,15.6,3.4,3.0,1.0,24.6,19.94459833795014,Medium,707.4324324324324,117.0,0.04722222222222222,0.7989130434782609,True,False,False,True,False,False,False,0,Active
29.0,56.3,1.81,189.0,166.0,65.0,1.39,1066.0,14.3,2.9,3.0,1.0,22.34,17.18506761087879,Medium,766.9064748201439,124.0,0.05150976909413854,0.8783068783068783,True,False,True,False,False,False,False,0,Active
47.0,51.4,1.88,176.0,125.0,58.0,0.88,1133.0,24.0,3.3,3.0,3.0,14.3,14.542779538252603,Medium,1287.5,118.0,0.06420233463035019,0.7102272727272727,False,False,False,True,False,False,False,-1,Active
43.0,42.6,1.62,189.0,169.0,74.0,1.0,1213.0,13.6,3.5,2.0,,21.81,16.232281664380427,Medium,1213.0,115.0,0.08215962441314553,0.8941798941798942,True,False,True,False,False,False,False,-1,Active
18.0,73.0,1.78,161.0,131.0,50.0,2.0,1319.0,26.1,1.5,5.0,1.0,12.32,23.04002019946976,Long,659.5,111.0,0.02054794520547945,0.8136645962732919,True,False,True,False,False,False,False,-1,Active
50.0,87.9,1.68,192.0,151.0,71.0,2.0,494.0,15.5,3.1,3.0,3.0,31.28,31.143707482993204,Long,247.0,121.0,0.03526734926052332,0.7864583333333334,True,False,True,False,False,False,False,-1,Active
35.0,53.0,1.67,183.0,128.0,72.0,1.29,682.0,21.9,2.2,3.0,2.0,16.71,19.003908350962746,Medium,528.6821705426356,111.0,0.041509433962264156,0.6994535519125683,True,False,False,True,False,False,False,0,Active
43.0,46.3,1.61,190.0,136.0,69.0,2.0,1185.0,21.4,3.5,4.0,1.0,14.14,17.861965201959798,Long,592.5,121.0,0.0755939524838013,0.7157894736842105,False,False,False,True,False,False,False,0,Active
50.0,82.8,1.9,161.0,130.0,74.0,1.51,1151.0,16.8,3.3,4.0,3.0,28.59,22.93628808864266,Long,762.2516556291391,87.0,0.03985507246376811,0.8074534161490683,True,False,False,False,False,False,False,-1,Active
53.0,82.9,1.6,170.0,148.0,55.0,1.93,541.0,17.8,2.5,3.0,2.0,12.33,32.38281249999999,Long,280.31088082901556,115.0,0.030156815440289503,0.8705882352941177,False,True,False,False,False,False,False,0,Active
18.0,71.9,1.54,177.0,120.0,73.0,1.17,817.0,16.8,2.6,3.0,1.0,29.64,30.31708551189071,Medium,698.2905982905984,104.0,0.036161335187760775,0.6779661016949152,False,False,True,False,False,False,False,0,Active
27.0,41.0,1.82,171.0,138.0,53.0,1.47,1273.0,29.1,2.4,4.0,1.0,12.35,12.377732157951938,Medium,865.9863945578231,118.0,0.058536585365853655,0.8070175438596491,True,False,False,False,False,False,False,0,Active
18.0,81.9,1.79,178.0,160.0,60.0,1.24,1172.0,28.5,1.7,3.0,3.0,12.32,25.56099996878999,Medium,945.1612903225806,118.0,0.020757020757020756,0.898876404494382,False,False,False,False,False,False,False,-1,Active
18.0,67.7,1.69,192.0,123.0,57.0,1.44,1445.0,26.8,3.1,3.0,2.0,21.16,23.703651832919018,Medium,1003.4722222222223,135.0,0.04579025110782865,0.640625,True,False,False,False,False,False,False,-1,Active
31.0,47.4,1.73,178.0,150.0,57.0,1.64,962.0,28.8,2.0,4.0,3.0,20.91,15.837482040829963,Long,586.5853658536586,121.0,0.04219409282700422,0.8426966292134831,False,False,False,False,False,False,False,0,Active
18.0,71.1,1.84,189.0,127.0,74.0,0.85,1303.0,15.2,2.8,2.0,3.0,30.36,21.000708884688088,Medium,1532.9411764705883,115.0,0.03938115330520394,0.671957671957672,True,False,True,False,False,False,False,-1,Active
22.0,89.8,1.79,179.0,163.0,59.0,2.0,1098.0,28.2,1.7,3.0,1.0,12.32,28.026590930370464,Long,549.0,120.0,0.01893095768374165,0.9106145251396648,True,False,True,False,False,False,False,-1,Active
28.0,81.7,1.81,177.0,130.0,50.0,1.45,507.0,23.2,1.7,3.0,1.0,34.26,24.938188699978635,Medium,349.65517241379314,127.0,0.0208078335373317,0.7344632768361582,False,False,False,False,False,False,False,-1,Active
40.0,40.4,1.68,171.0,130.0,54.0,2.0,527.0,27.3,3.3,4.0,3.0,20.47,14.314058956916101,Long,263.5,117.0,0.08168316831683169,0.7602339181286549,True,False,True,False,False,False,False,-1,Active
56.0,40.0,1.63,181.0,133.0,50.0,0.89,1674.0,23.4,1.5,3.0,2.0,20.75,15.05513944822914,Medium,1880.8988764044943,131.0,0.0375,0.7348066298342542,True,False,False,True,False,False,False,2,Moderate
41.0,40.2,1.76,198.0,135.0,56.0,1.93,964.0,18.8,3.4,4.0,1.0,19.02,12.97778925619835,Long,499.4818652849741,142.0,0.08457711442786069,0.6818181818181818,True,False,True,False,False,False,False,-1,Active
47.0,49.9,1.74,190.0,120.0,65.0,1.97,406.0,29.4,1.5,5.0,2.0,16.01,16.481701677896684,Long,206.09137055837564,125.0,0.030060120240480964,0.631578947368421,True,True,False,False,False,False,False,2,Moderate
42.0,41.9,1.84,168.0,154.0,71.0,1.49,1029.0,30.6,2.6,4.0,2.0,22.97,12.37594517958412,Medium,690.6040268456376,97.0,0.06205250596658712,0.9166666666666666,True,False,False,False,False,False,False,-1,Active
26.0,40.0,1.72,164.0,169.0,58.0,0.89,1198.0,17.0,1.6,5.0,2.0,20.71,13.520822065981614,Medium,1346.067415730337,106.0,0.04,1.0304878048780488,True,True,False,False,False,False,False,-1,Active
18.0,47.3,1.75,196.0,169.0,56.0,1.32,706.0,29.0,1.9,2.0,2.0,30.5,15.444897959183672,Medium,534.8484848484849,140.0,0.04016913319238901,0.8622448979591837,True,False,False,False,False,False,False,0,Active
19.0,76.6,1.84,188.0,138.0,71.0,1.72,699.0,28.3,3.5,4.0,1.0,19.76,22.625236294896027,Long,406.3953488372093,117.0,0.04569190600522194,0.7340425531914894,False,True,False,False,False,False,False,0,Active
32.0,69.5,1.65,192.0,140.0,52.0,1.71,1163.0,29.8,3.5,4.0,1.0,15.8,25.528007346189167,Long,680.1169590643275,140.0,0.050359712230215826,0.7291666666666666,False,False,False,False,False,False,False,2,Moderate
46.0,68.6,1.63,177.0,150.0,58.0,2.0,1074.0,25.8,3.6,3.0,3.0,19.42,25.819564153712975,Long,537.0,119.0,0.05247813411078718,0.847457627118644,False,False,True,False,False,False,False,-1,Active
46.0,73.0,2.0,184.0,123.0,64.0,0.9,1159.0,10.0,3.4,5.0,3.0,14.91,18.25,Medium,1287.7777777777778,120.0,0.04657534246575342,0.6684782608695652,True,False,False,False,False,False,False,-1,Active
52.0,40.8,1.71,181.0,169.0,73.0,1.44,303.0,28.3,1.6,3.0,1.0,18.31,13.953011182928082,Medium,210.41666666666669,108.0,0.03921568627450981,0.9337016574585635,False,False,False,True,False,False,False,-1,Active
19.0,42.1,1.6,194.0,148.0,73.0,1.27,1305.0,12.7,3.3,2.0,2.0,16.65,16.445312499999996,Medium,1027.55905511811,121.0,0.07838479809976247,0.7628865979381443,True,False,False,False,False,False,False,-1,Active
34.0,40.0,1.82,176.0,141.0,66.0,1.34,1709.0,24.1,3.0,4.0,1.0,15.3,12.075836251660427,Medium,1275.3731343283582,110.0,0.075,0.8011363636363636,True,False,False,False,False,False,False,0,Active
18.0,67.1,1.71,174.0,165.0,74.0,1.84,577.0,27.1,2.7,4.0,3.0,24.9,22.94723162682535,Long,313.5869565217391,100.0,0.04023845007451565,0.9482758620689655,False,False,False,False,True,False,False,-1,Active
53.0,67.2,1.68,190.0,138.0,55.0,1.67,924.0,22.6,1.5,3.0,1.0,13.91,23.809523809523814,Long,553.2934131736528,135.0,0.022321428571428572,0.7263157894736842,True,False,False,False,False,False,False,-1,Active
29.0,72.1,2.0,166.0,124.0,67.0,2.0,1582.0,32.7,3.4,3.0,2.0,21.75,18.025,Long,791.0,99.0,0.047156726768377254,0.7469879518072289,True,False,True,False,False,False,False,-1,Active
49.0,62.0,1.87,195.0,125.0,74.0,1.04,842.0,20.0,3.5,3.0,1.0,22.02,17.72998941919986,Medium,809.6153846153846,121.0,0.056451612903225805,0.6410256410256411,False,True,False,False,False,False,False,-1,Active
52.0,71.3,1.84,197.0,126.0,73.0,1.22,765.0,29.2,1.8,2.0,,12.32,21.05978260869565,Medium,627.0491803278688,124.0,0.02524544179523142,0.6395939086294417,True,False,False,False,False,False,False,-1,Active
28.0,85.6,1.54,168.0,128.0,59.0,1.45,860.0,14.9,2.4,4.0,1.0,12.32,36.09377635351661,Medium,593.1034482758621,109.0,0.028037383177570093,0.7619047619047619,False,False,False,True,False,False,False,-1,Active
21.0,51.9,1.57,170.0,167.0,73.0,1.25,1082.0,27.5,1.6,3.0,2.0,18.89,21.055620917684287,Medium,865.6,97.0,0.03082851637764933,0.9823529411764705,True,False,True,False,False,False,False,-1,Active
33.0,92.8,1.59,161.0,150.0,52.0,1.19,1640.0,23.8,2.6,3.0,3.0,15.84,36.70740872592065,Medium,1378.1512605042017,109.0,0.028017241379310345,0.9316770186335404,True,False,False,False,False,False,False,0,Active
58.0,40.0,1.7,193.0,120.0,52.0,0.99,1178.0,21.2,2.5,5.0,1.0,12.32,13.84083044982699,Medium,1189.8989898989898,141.0,0.0625,0.6217616580310881,False,False,False,True,False,False,False,-1,Active
36.0,44.9,1.79,166.0,120.0,74.0,1.66,811.0,16.2,3.3,3.0,1.0,29.4,14.013295465185232,Long,488.5542168674699,92.0,0.07349665924276169,0.7228915662650602,False,True,False,False,False,False,False,0,Active
33.0,78.6,1.7,161.0,168.0,65.0,2.0,855.0,10.0,3.2,2.0,1.0,16.53,27.197231833910035,Long,427.5,96.0,0.04071246819338423,1.0434782608695652,True,False,False,False,False,False,False,-1,Active
42.0,54.0,1.69,179.0,169.0,53.0,1.19,458.0,25.7,3.3,3.0,3.0,14.91,18.906901018871892,Medium,384.87394957983196,126.0,0.06111111111111111,0.9441340782122905,False,False,False,False,False,False,False,-1,Active
29.0,53.8,1.66,163.0,133.0,64.0,2.0,1187.0,34.5,1.5,4.0,1.0,23.95,19.523878647118597,Long,593.5,99.0,0.02788104089219331,0.8159509202453987,True,False,True,False,False,False,False,-1,Active
26.0,91.7,1.58,167.0,120.0,52.0,1.65,1334.0,29.2,2.6,2.0,2.0,,36.732895369331835,Long,808.4848484848485,115.0,0.028353326063249727,0.718562874251497,False,False,False,False,False,False,False,0,Active
44.0,63.3,1.88,189.0,150.0,74.0,1.02,1184.0,16.5,3.5,4.0,1.0,13.03,17.90968764146673,Medium,1160.7843137254902,115.0,0.05529225908372828,0.7936507936507936,True,False,True,False,False,False,False,0,Active
42.0,98.1,1.73,165.0,120.0,69.0,1.52,477.0,21.7,1.9,2.0,2.0,15.29,32.77757359083163,Long,313.8157894736842,96.0,0.019367991845056064,0.7272727272727273,False,False,False,True,False,False,False,0,Active
56.0,40.0,1.85,194.0,158.0,67.0,1.43,1633.0,30.6,1.9,4.0,1.0,21.57,11.68736303871439,Medium,1141.958041958042,127.0,0.0475,0.8144329896907216,False,False,False,True,False,False,False,-1,Active
32.0,87.2,1.5,193.0,152.0,58.0,1.28,1538.0,23.2,2.1,3.0,3.0,16.29,38.75555555555556,Medium,1201.5625,135.0,0.02408256880733945,0.7875647668393783,True,False,False,False,False,False,False,0,Active
31.0,64.8,1.71,174.0,164.0,57.0,1.64,857.0,26.2,2.7,4.0,,23.64,22.1606648199446,Long,522.5609756097562,117.0,0.04166666666666667,0.9425287356321839,True,True,False,False,False,False,False,-1,Active
48.0,51.6,1.8,181.0,161.0,68.0,0.82,1487.0,22.5,1.9,4.0,2.0,13.29,15.925925925925926,Medium,1813.4146341463415,113.0,0.036821705426356585,0.8895027624309392,True,False,False,False,False,False,False,-1,Active
21.0,69.4,1.85,177.0,153.0,74.0,1.55,879.0,10.0,2.4,3.0,2.0,17.58,20.277574872169467,Long,567.0967741935484,103.0,0.034582132564841495,0.864406779661017,True,False,True,False,False,False,False,0,Active
38.0,77.4,1.54,169.0,149.0,50.0,2.0,867.0,29.0,3.6,5.0,2.0,13.58,32.636194973857314,Long,433.5,119.0,0.046511627906976744,0.8816568047337278,False,False,True,False,False,False,False,0,Active
58.0,76.3,1.56,190.0,145.0,72.0,2.0,913.0,,3.3,3.0,3.0,16.67,31.352728468113078,Long,456.5,118.0,0.043250327653997375,0.7631578947368421,False,False,True,False,False,False,False,-1,Active
42.0,82.3,1.94,198.0,132.0,57.0,1.46,1050.0,10.0,3.2,3.0,2.0,20.23,21.867361037304708,Medium,719.1780821917808,141.0,0.03888213851761847,0.6666666666666666,False,False,False,True,False,False,False,-1,Active
40.0,95.5,1.84,196.0,144.0,68.0,1.94,1568.0,26.7,3.7,3.0,1.0,17.55,28.207703213610586,Long,808.2474226804123,128.0,0.0387434554973822,0.7346938775510204,False,False,False,True,False,False,False,-1,Active
19.0,60.7,1.7,183.0,128.0,74.0,1.22,817.0,20.9,2.8,4.0,1.0,35.87,21.00346020761246,Medium,669.672131147541,109.0,0.046128500823723224,0.6994535519125683,True,False,True,False,False,False,False,0,Active
34.0,40.0,1.88,188.0,131.0,54.0,1.29,840.0,11.9,1.9,3.0,3.0,18.81,11.317338162064283,Medium,651.1627906976744,134.0,0.0475,0.6968085106382979,True,False,False,False,False,False,False,-1,Active
37.0,63.1,1.84,185.0,158.0,56.0,1.3,1248.0,31.9,3.5,3.0,1.0,26.39,18.637759924385634,Medium,960.0,129.0,0.0554675118858954,0.8540540540540541,False,True,False,False,False,False,False,0,Active
51.0,55.7,1.5,188.0,143.0,58.0,1.19,1302.0,27.7,2.0,3.0,1.0,28.28,24.755555555555556,Medium,1094.1176470588236,130.0,0.03590664272890485,0.7606382978723404,False,True,False,False,False,False,False,-1,Active
52.0,53.1,1.55,184.0,167.0,50.0,1.95,1205.0,14.6,3.5,5.0,1.0,12.32,22.10197710718002,Long,617.948717948718,134.0,0.06591337099811675,0.907608695652174,True,False,True,False,False,False,False,0,Active
52.0,65.8,1.82,168.0,167.0,71.0,1.15,751.0,17.1,1.5,3.0,1.0,32.86,19.8647506339814,Medium,653.0434782608696,97.0,0.022796352583586626,0.9940476190476191,False,False,True,False,False,False,False,-1,Active
35.0,40.4,1.71,176.0,130.0,70.0,1.97,1110.0,17.0,3.6,4.0,3.0,29.32,13.816216955644473,Long,563.4517766497462,106.0,0.08910891089108912,0.7386363636363636,False,True,False,False,False,False,False,-1,Active
45.0,40.0,1.75,194.0,120.0,50.0,1.67,1296.0,28.8,1.9,3.0,3.0,26.88,13.061224489795919,Long,776.0479041916168,144.0,0.0475,0.6185567010309279,True,False,False,True,False,False,False,-1,Active
31.0,40.0,2.0,176.0,162.0,69.0,1.45,949.0,26.9,3.2,3.0,2.0,30.36,10.0,Medium,654.4827586206897,107.0,0.08,0.9204545454545454,True,False,False,False,False,False,False,-1,Active
27.0,40.0,1.68,166.0,128.0,59.0,1.6,1112.0,10.0,2.6,4.0,2.0,19.67,14.172335600907031,Long,695.0,107.0,0.065,0.7710843373493976,True,False,False,True,False,False,False,0,Active
18.0,73.0,1.89,172.0,153.0,56.0,1.19,596.0,15.6,3.4,5.0,1.0,17.22,20.43615800229557,Medium,500.8403361344538,116.0,0.04657534246575342,0.8895348837209303,True,False,False,False,False,False,False,0,Active
35.0,127.6,1.65,174.0,156.0,56.0,1.9,1084.0,20.4,3.4,5.0,1.0,15.36,46.86868686868687,Long,570.5263157894738,118.0,0.02664576802507837,0.896551724137931,False,True,False,False,False,False,False,-1,Active
18.0,40.0,1.68,178.0,147.0,71.0,2.0,831.0,17.3,3.5,4.0,1.0,24.89,14.172335600907031,Long,415.5,107.0,0.0875,0.8258426966292135,False,True,False,False,False,False,False,-1,Active
19.0,43.6,1.7,168.0,126.0,55.0,1.42,685.0,23.9,1.5,4.0,3.0,19.35,15.08650519031142,Medium,482.3943661971831,113.0,0.034403669724770644,0.75,False,True,False,False,False,False,False,0,Active
24.0,54.0,1.71,191.0,169.0,71.0,1.23,730.0,29.0,2.7,2.0,2.0,15.39,18.467220683287167,Medium,593.4959349593496,120.0,0.05,0.8848167539267016,True,False,False,False,False,False,False,0,Active
44.0,53.1,1.64,160.0,160.0,74.0,1.65,749.0,27.0,3.2,,2.0,27.79,19.742712671029153,Long,453.93939393939394,86.0,0.06026365348399247,1.0,True,False,False,False,False,False,False,-1,Active
21.0,87.8,1.88,195.0,133.0,74.0,1.95,621.0,19.9,3.4,3.0,3.0,20.22,24.8415572657311,Long,318.46153846153845,121.0,0.0387243735763098,0.6820512820512821,False,True,False,False,False,False,False,-1,Active
38.0,82.7,2.0,178.0,138.0,72.0,1.46,1219.0,25.8,3.6,4.0,1.0,24.74,20.675,Medium,834.931506849315,106.0,0.04353083434099154,0.7752808988764045,True,False,False,True,False,False,False,0,Active
33.0,84.0,1.7,194.0,156.0,73.0,0.5,580.0,20.5,2.5,3.0,3.0,13.38,29.065743944636683,Short,1160.0,121.0,0.02976190476190476,0.8041237113402062,True,False,False,False,False,False,False,0,Active
18.0,58.4,1.87,167.0,168.0,74.0,1.42,1306.0,26.9,3.2,2.0,1.0,17.66,16.700506162601158,Medium,919.7183098591549,93.0,0.05479452054794521,1.0059880239520957,False,False,False,False,False,False,False,-1,Active
48.0,63.8,1.79,185.0,135.0,71.0,1.69,1242.0,29.7,1.5,4.0,1.0,25.54,19.911987765675228,Long,734.9112426035504,114.0,0.023510971786833857,0.7297297297297297,True,True,False,False,False,False,False,-1,Active
